"CourseId";"ScoId";"ScoTitle";"Timestamp";"Action";"Key";"Value";"Return Value";"Errorcode";"Timespan";"ErrorDescription"
205;"DB4B88FC-PSUK-2011-0926-B622A1EF5492";"SCO mit completion_threshold aber ohne scaled_passing_score";19.11.2012 20:54;"Initialize";"";"";"true";0;8709;""
205;"DB4B88FC-PSUK-2011-0926-B622A1EF5492";"SCO mit completion_threshold aber ohne scaled_passing_score";19.11.2012 20:54;"GetLastError";"";"";"0";;8711;""
205;"DB4B88FC-PSUK-2011-0926-B622A1EF5492";"SCO mit completion_threshold aber ohne scaled_passing_score";19.11.2012 20:55;"SetValue";"cmi.session_time";"PT6.1S";"true";0;14817;""
205;"DB4B88FC-PSUK-2011-0926-B622A1EF5492";"SCO mit completion_threshold aber ohne scaled_passing_score";19.11.2012 20:55;"GetLastError";"";"";"0";;14818;""
205;"DB4B88FC-PSUK-2011-0926-B622A1EF5492";"SCO mit completion_threshold aber ohne scaled_passing_score";19.11.2012 20:55;"SetValue";"cmi.session_time";"P6.1S";"false";406;23502;"Data Model Element Type Mismatch failure corrected by ILIAS"
205;"DB4B88FC-PSUK-2011-0926-B622A1EF5492";"SCO mit completion_threshold aber ohne scaled_passing_score";19.11.2012 20:55;"GetLastError";"";"";"406";;23502;""
205;"DB4B88FC-PSUK-2011-0926-B622A1EF5492";"SCO mit completion_threshold aber ohne scaled_passing_score";19.11.2012 20:55;"GetErrorString";"406";"";"Data Model Element Type Mismatch";0;31676;""
205;"DB4B88FC-PSUK-2011-0926-B622A1EF5492";"SCO mit completion_threshold aber ohne scaled_passing_score";19.11.2012 20:55;"GetDiagnostic";"406";"";"406: value not valid";;31676;""
205;"DB4B88FC-PSUK-2011-0926-B622A1EF5492";"SCO mit completion_threshold aber ohne scaled_passing_score";19.11.2012 20:55;"SetValue";"cmi.session_time";"PT41.18S";"true";0;49902;""
205;"DB4B88FC-PSUK-2011-0926-B622A1EF5492";"SCO mit completion_threshold aber ohne scaled_passing_score";19.11.2012 20:55;"GetLastError";"";"";"0";;49904;""
205;"DB4B88FC-PSUK-2011-0926-B622A1EF5492";"SCO mit completion_threshold aber ohne scaled_passing_score";19.11.2012 20:55;"SetValue";"cmi.session_time";"PT41.18S";"true";0;51224;""
205;"DB4B88FC-PSUK-2011-0926-B622A1EF5492";"SCO mit completion_threshold aber ohne scaled_passing_score";19.11.2012 20:55;"GetLastError";"";"";"0";;51225;""
205;"DB4B88FC-PSUK-2011-0926-B622A1EF5492";"SCO mit completion_threshold aber ohne scaled_passing_score";19.11.2012 21:01;"SetValue";"cmi.objectives.0.id";"PT41.18S";"true";0;391693;""
205;"DB4B88FC-PSUK-2011-0926-B622A1EF5492";"SCO mit completion_threshold aber ohne scaled_passing_score";19.11.2012 21:01;"GetLastError";"";"";"0";;391693;""
205;"DB4B88FC-PSUK-2011-0926-B622A1EF5492";"SCO mit completion_threshold aber ohne scaled_passing_score";19.11.2012 21:01;"SetValue";"cmi.objectives.1.id";"PT41.18S";"false";351;400217;"General Set Failure"
205;"DB4B88FC-PSUK-2011-0926-B622A1EF5492";"SCO mit completion_threshold aber ohne scaled_passing_score";19.11.2012 21:01;"GetLastError";"";"";"351";;400218;""
205;"DB4B88FC-PSUK-2011-0926-B622A1EF5492";"SCO mit completion_threshold aber ohne scaled_passing_score";19.11.2012 21:01;"GetErrorString";"351";"";"General Set Failure";0;408038;""
205;"DB4B88FC-PSUK-2011-0926-B622A1EF5492";"SCO mit completion_threshold aber ohne scaled_passing_score";19.11.2012 21:01;"GetDiagnostic";"351";"";"351: not unique";;408038;""
